timestamp,Kp_roll,Kp_pitch,Kp_yaw,rbfnn_lr,pitch_offset,roll_offset,cost,verdict
2026-04-08 23:52:36,0.186325,0.186325,0.168547,0.341942,-0.153897,0.043804,536.0032,NEAR_FLIP
2026-04-08 23:54:10,0.091919,0.091919,0.054597,0.417371,-0.029926,0.045150,339.9716,NEAR_FLIP
2026-04-08 23:55:33,0.262706,0.262706,0.127453,0.479321,-0.093315,0.005945,234.4907,LOW_ALT
2026-04-08 23:56:56,0.116932,0.116932,0.305134,0.086440,-0.114753,0.034758,539.5309,NEAR_FLIP
2026-04-08 23:58:26,0.168817,0.168817,0.450142,0.208773,-0.047941,0.010203,538.2814,NEAR_FLIP
2026-04-09 00:00:02,0.239486,0.239486,0.497269,0.266072,-0.010306,0.042255,538.1830,NEAR_FLIP
2026-04-09 00:01:31,0.252682,0.252682,0.097714,0.500000,-0.067437,0.002490,538.2555,NEAR_FLIP
2026-04-09 00:02:54,0.299796,0.299796,0.200635,0.151408,-0.097978,0.002850,234.1129,LOW_ALT
2026-04-09 00:04:10,0.114617,0.114617,0.305387,0.448976,-0.213258,0.037156,1014.3679,FLIPPED
2026-04-09 00:05:37,0.294385,0.294385,0.252593,0.420692,-0.059562,-0.046347,537.0722,NEAR_FLIP
2026-04-09 00:07:03,0.183644,0.183644,0.399865,0.152481,-0.113969,-0.018122,545.0748,NEAR_FLIP
2026-04-09 00:08:29,0.284292,0.284292,0.208088,0.162241,-0.103252,0.015046,237.1986,LOW_ALT
2026-04-09 00:10:10,0.172798,0.172798,0.221877,0.310063,-0.074008,0.044452,536.6981,STUCK_ON_GROUND
2026-04-09 00:11:50,0.296429,0.296429,0.374632,0.099084,-0.012010,0.030786,538.7950,STUCK_ON_GROUND
2026-04-09 00:13:21,0.297839,0.297839,0.192990,0.132811,-0.116373,0.006137,539.7652,NEAR_FLIP
2026-04-09 00:14:50,0.082683,0.082683,0.437683,0.229251,-0.005270,0.007908,536.2860,NEAR_FLIP
2026-04-09 00:16:22,0.102061,0.102061,0.284599,0.394004,-0.204941,-0.031432,240.2350,LOW_ALT
2026-04-09 00:18:02,0.273330,0.273330,0.216724,0.137634,-0.071843,0.005228,541.3793,STUCK_ON_GROUND
2026-04-09 00:19:43,0.232821,0.232821,0.193489,0.419025,-0.043121,0.026952,551.6236,NEAR_FLIP
2026-04-09 00:21:14,0.153542,0.153542,0.272179,0.092928,-0.106574,-0.024501,343.6704,NEAR_FLIP
2026-04-09 00:22:55,0.300000,0.300000,0.193583,0.134222,-0.098229,0.007892,538.0611,STUCK_ON_GROUND
2026-04-09 00:24:13,0.061858,0.061858,0.232274,0.191846,-0.167010,0.003765,536.4991,NEAR_FLIP
2026-04-09 00:25:29,0.255571,0.255571,0.292724,0.088630,-0.186917,0.029624,1036.4648,FLIPPED
2026-04-09 00:26:53,0.274600,0.274600,0.186897,0.162033,-0.105171,-0.003096,540.5969,NEAR_FLIP
2026-04-09 00:28:21,0.289300,0.289300,0.495770,0.476679,-0.005808,-0.003154,536.5083,STUCK_ON_GROUND
2026-04-09 00:29:40,0.119229,0.119229,0.480553,0.259518,-0.159380,-0.043391,536.6274,NEAR_FLIP
2026-04-09 00:31:06,0.257292,0.257292,0.142526,0.115536,-0.064368,0.016950,333.7819,NEAR_FLIP
2026-04-09 00:32:27,0.194294,0.194294,0.059355,0.103115,-0.173602,-0.008142,314.4249,NEAR_FLIP
2026-04-09 00:33:44,0.096657,0.096657,0.411140,0.328608,-0.196839,0.016664,1014.1704,FLIPPED
2026-04-09 00:35:09,0.280276,0.280276,0.265400,0.171100,-0.095980,0.009561,539.9234,NEAR_FLIP
2026-04-09 00:36:50,0.191423,0.191423,0.471361,0.328840,-0.129442,-0.019444,226.4964,LOW_ALT
2026-04-09 00:38:14,0.207668,0.207668,0.234675,0.240094,-0.035965,-0.043563,340.5496,NEAR_FLIP
2026-04-09 00:39:54,0.030797,0.030797,0.204786,0.063155,-0.020863,0.013600,551.4815,NEAR_FLIP
2026-04-09 00:41:38,0.084501,0.084501,0.469888,0.111501,-0.185065,-0.030386,538.2661,NEAR_FLIP
