timestamp,pitch_offset,roll_offset,rbfnn_lr,cost,verdict
2026-04-13 21:09:49.922412,-0.02312,0.01371,0.00881,456.97,NEAR_FLIP
2026-04-13 21:11:12.341920,0.07589,-0.00405,0.02207,657.73,NEAR_FLIP
2026-04-13 21:12:34.573732,0.03208,-0.06538,0.02017,462.18,NEAR_FLIP
2026-04-13 21:13:58.693756,-0.05946,-0.01966,0.00834,656.90,NEAR_FLIP
2026-04-13 21:15:37.138865,-0.02187,-0.05095,0.02466,259.65,LOW_ALT
2026-04-13 21:17:15.595405,0.06078,-0.07652,0.02076,258.65,LOW_ALT
2026-04-13 21:18:39.053368,0.08792,-0.01013,0.00607,657.39,NEAR_FLIP
2026-04-13 21:20:05.249843,-0.00694,-0.05018,0.00698,655.95,NEAR_FLIP
2026-04-13 21:21:27.368910,-0.07100,-0.02382,0.00870,658.20,NEAR_FLIP
2026-04-13 21:22:50.487938,-0.11086,0.02707,0.01125,659.93,NEAR_FLIP
2026-04-13 21:24:10.605681,0.02114,0.06238,0.02111,660.57,NEAR_FLIP
2026-04-13 21:25:35.371839,-0.01435,-0.02254,0.00651,659.53,NEAR_FLIP
2026-04-13 21:26:56.262554,-0.13394,-0.05470,0.01347,657.16,NEAR_FLIP
2026-04-13 21:28:18.671497,0.00492,-0.02370,0.00755,459.67,NEAR_FLIP
2026-04-13 21:29:41.325396,-0.06173,0.06158,0.01853,656.57,NEAR_FLIP
2026-04-13 21:31:03.408560,0.00203,-0.05924,0.01600,660.55,NEAR_FLIP
2026-04-13 21:32:29.590547,-0.03190,-0.00869,0.00958,658.86,NEAR_FLIP
2026-04-13 21:34:04.055675,0.06527,0.05309,0.00987,458.37,NEAR_FLIP
2026-04-13 21:35:43.592486,-0.08130,-0.02633,0.01763,255.05,LOW_ALT
2026-04-13 21:37:07.811066,-0.01150,-0.00274,0.01228,417.97,NEAR_FLIP
2026-04-13 21:38:32.540039,-0.02955,0.02167,0.01041,656.98,NEAR_FLIP
2026-04-13 21:39:56.698310,-0.00961,-0.01276,0.00615,656.11,NEAR_FLIP
2026-04-13 21:41:21.925560,-0.02842,-0.00908,0.01290,655.22,NEAR_FLIP
2026-04-13 21:42:56.385747,-0.07125,-0.03248,0.00842,409.56,NEAR_FLIP
2026-04-13 21:44:20.553209,-0.02298,-0.01398,0.00989,661.46,NEAR_FLIP
2026-04-13 21:45:44.761735,-0.06387,0.02783,0.00653,655.88,NEAR_FLIP
2026-04-13 21:47:09.242270,-0.01584,-0.00602,0.00980,658.67,NEAR_FLIP
2026-04-13 21:48:33.997890,0.02052,0.00346,0.00925,660.25,NEAR_FLIP
2026-04-13 21:50:02.146713,-0.01654,-0.00876,0.01118,456.13,NEAR_FLIP
2026-04-13 21:51:24.523772,0.07742,0.01348,0.01667,460.18,NEAR_FLIP
2026-04-13 21:53:02.817354,-0.02145,-0.04049,0.00960,556.31,STUCK
2026-04-13 21:54:26.974421,-0.00876,-0.02581,0.01309,460.67,NEAR_FLIP
2026-04-13 21:55:51.120039,-0.01875,-0.03154,0.00896,415.68,NEAR_FLIP
2026-04-13 21:57:09.294881,-0.11767,0.07038,0.01965,663.96,NEAR_FLIP
2026-04-13 21:58:32.546638,0.02759,-0.00269,0.02072,459.05,NEAR_FLIP
2026-04-13 22:00:08.763846,-0.04683,-0.00759,0.01083,408.71,NEAR_FLIP
2026-04-13 22:01:33.623695,-0.06685,-0.04966,0.00334,657.02,NEAR_FLIP
2026-04-13 22:02:53.766741,-0.13854,-0.05777,0.02079,659.15,NEAR_FLIP
2026-04-13 22:04:32.311047,0.03681,-0.02389,0.02384,413.59,NEAR_FLIP
2026-04-13 22:05:59.177197,-0.04230,-0.00053,0.00928,457.39,NEAR_FLIP
2026-04-13 22:07:21.651229,-0.04171,0.06615,0.00670,659.75,NEAR_FLIP
2026-04-13 22:08:48.396490,-0.01825,-0.02225,0.00702,656.46,NEAR_FLIP
2026-04-13 22:10:26.682986,-0.03550,-0.02143,0.00761,556.50,STUCK
2026-04-13 22:12:05.166101,0.04023,-0.01065,0.01240,256.06,LOW_ALT
2026-04-13 22:13:30.409237,-0.04400,-0.00214,0.01040,655.95,NEAR_FLIP
2026-04-13 22:14:54.839524,-0.01199,-0.06598,0.01550,656.41,NEAR_FLIP
2026-04-13 22:16:33.493809,-0.03517,0.02637,0.01225,555.41,STUCK
2026-04-13 22:18:11.733471,-0.02514,0.00167,0.00480,558.46,STUCK
2026-04-13 22:19:37.908016,0.00723,0.00308,0.00481,656.62,NEAR_FLIP
2026-04-13 22:21:00.597763,0.04258,-0.01501,0.00939,459.91,NEAR_FLIP
2026-04-13 22:22:38.779072,0.03145,-0.05813,0.00888,557.74,STUCK
2026-04-13 22:24:17.407245,-0.13933,-0.03405,0.01820,656.66,NEAR_FLIP
2026-04-13 22:25:41.989934,-0.05573,-0.01354,0.01051,458.08,NEAR_FLIP
2026-04-13 22:27:02.143819,0.07551,0.04761,0.00634,660.15,NEAR_FLIP
2026-04-13 22:28:23.605700,-0.03326,0.05899,0.01519,659.81,NEAR_FLIP
2026-04-13 22:29:54.376279,0.01934,-0.01705,0.00698,457.13,NEAR_FLIP
2026-04-13 22:31:16.777060,0.06065,-0.01523,0.01376,458.68,NEAR_FLIP
2026-04-13 22:32:54.987346,0.00843,-0.00043,0.00719,557.54,STUCK
2026-04-13 22:34:33.714119,0.00157,-0.00365,0.01355,558.55,STUCK
2026-04-13 22:36:11.917641,-0.02347,-0.00785,0.01004,555.23,STUCK
2026-04-13 22:37:36.449201,-0.01739,0.05386,0.00435,655.77,NEAR_FLIP
2026-04-13 22:39:15.037315,-0.05988,-0.03071,0.00828,13.88,FLEW
2026-04-13 22:40:35.467032,-0.11738,-0.07412,0.00897,664.26,NEAR_FLIP
2026-04-13 22:42:10.027167,-0.09386,0.01008,0.01845,409.45,NEAR_FLIP
2026-04-13 22:43:48.240390,-0.03762,-0.00186,0.01219,255.31,LOW_ALT
2026-04-13 22:45:10.403045,-0.13476,0.01231,0.01703,657.17,NEAR_FLIP
2026-04-13 22:46:34.580732,0.01555,-0.02644,0.00576,458.75,NEAR_FLIP
2026-04-13 22:48:01.191173,-0.02983,-0.02485,0.01093,656.49,NEAR_FLIP
2026-04-13 22:49:21.772205,-0.08050,-0.07010,0.00601,658.74,NEAR_FLIP
2026-04-13 22:50:48.158324,-0.02376,-0.01236,0.01076,655.77,NEAR_FLIP
2026-04-13 22:52:22.624630,-0.00458,0.02250,0.01919,408.81,NEAR_FLIP
2026-04-13 22:54:01.427672,0.00364,-0.01761,0.01248,555.61,STUCK
2026-04-13 22:55:40.058832,-0.01710,-0.01325,0.01072,557.91,STUCK
2026-04-13 22:57:00.746709,-0.11274,-0.01823,0.00520,657.54,NEAR_FLIP
2026-04-13 22:58:22.914163,-0.04823,-0.04495,0.01054,656.85,NEAR_FLIP
2026-04-13 23:00:01.197169,0.08489,0.02396,0.00995,256.69,LOW_ALT
2026-04-13 23:01:31.656552,0.02878,0.03743,0.00537,665.96,NEAR_FLIP
2026-04-13 23:02:56.253416,-0.01203,-0.01076,0.01070,458.55,NEAR_FLIP
2026-04-13 23:04:35.030827,0.02961,-0.00342,0.00788,257.62,LOW_ALT
2026-04-13 23:05:55.198097,0.07249,-0.03189,0.01565,666.52,NEAR_FLIP
2026-04-13 23:07:33.374780,0.00580,-0.00687,0.01004,555.44,STUCK
2026-04-13 23:08:55.530017,0.09713,-0.04591,0.00912,656.46,NEAR_FLIP
2026-04-13 23:10:17.944084,-0.09289,-0.04621,0.01960,659.97,NEAR_FLIP
2026-04-13 23:11:51.110682,-0.05831,-0.00514,0.00617,412.29,NEAR_FLIP
2026-04-13 23:13:15.515097,-0.06176,0.03478,0.00979,656.21,NEAR_FLIP
2026-04-13 23:14:42.206003,-0.01418,-0.00275,0.00840,658.98,NEAR_FLIP
2026-04-13 23:16:07.172646,-0.01678,-0.02280,0.00839,657.70,NEAR_FLIP
2026-04-13 23:17:35.734035,0.09932,-0.00556,0.01573,654.30,NEAR_FLIP
2026-04-13 23:18:56.153573,-0.12632,0.05093,0.00716,660.95,NEAR_FLIP
2026-04-13 23:20:14.272139,-0.08775,0.07841,0.02127,653.17,NEAR_FLIP
2026-04-13 23:21:39.461574,0.04231,-0.03475,0.00823,657.27,NEAR_FLIP
2026-04-13 23:23:09.903252,-0.08315,0.00669,0.02183,407.90,NEAR_FLIP
2026-04-13 23:24:34.095673,-0.04399,0.03316,0.01512,657.71,NEAR_FLIP
2026-04-13 23:26:00.706172,0.00418,-0.01362,0.01022,658.65,NEAR_FLIP
2026-04-13 23:27:25.221514,0.05407,-0.00784,0.02077,656.74,NEAR_FLIP
2026-04-13 23:28:59.710066,0.06012,-0.07301,0.02000,457.56,NEAR_FLIP
2026-04-13 23:30:24.429316,0.01470,-0.04391,0.01001,655.74,NEAR_FLIP
2026-04-13 23:31:44.564721,0.03961,0.02486,0.00663,656.65,NEAR_FLIP
2026-04-13 23:33:07.622589,0.04092,-0.00443,0.01727,657.23,NEAR_FLIP
2026-04-13 23:34:27.818163,-0.10756,0.03519,0.00609,657.29,NEAR_FLIP
2026-04-13 23:36:05.883851,-0.04875,0.00818,0.01207,256.60,LOW_ALT
2026-04-13 23:37:30.337277,0.01764,-0.01334,0.01199,655.49,NEAR_FLIP
2026-04-13 23:39:02.510508,-0.04046,0.00534,0.01049,407.78,NEAR_FLIP
2026-04-13 23:40:26.541231,-0.12378,-0.01018,0.02355,457.71,NEAR_FLIP
2026-04-13 23:41:57.795627,0.08062,-0.02060,0.01461,655.95,NEAR_FLIP
2026-04-13 23:43:19.950209,-0.03636,0.05032,0.01203,657.00,NEAR_FLIP
2026-04-13 23:44:58.109327,-0.02435,-0.02078,0.00867,259.12,LOW_ALT
2026-04-13 23:46:20.625181,-0.02219,-0.04704,0.01202,660.38,NEAR_FLIP
2026-04-13 23:47:43.046415,-0.04167,0.05178,0.00686,656.11,NEAR_FLIP
2026-04-13 23:49:11.801380,0.04532,0.04080,0.01657,656.82,NEAR_FLIP
2026-04-13 23:50:34.306261,0.07052,0.02465,0.01352,463.98,NEAR_FLIP
